# x_m,y_m,w_tr_right_m,w_tr_left_m
17.0900,-0.1100,1.0920,1.0920
17.0400,-0.1600,1.0735,1.0735
16.9900,-0.2100,1.0440,1.0440
16.9400,-0.2100,1.0512,1.0512
16.8900,-0.2600,1.0050,1.0050
16.8400,-0.3100,0.9618,0.9618
16.7900,-0.3100,0.9708,0.9708
16.7400,-0.3600,0.9341,0.9341
16.6900,-0.3600,0.9487,0.9487
16.6400,-0.3600,0.9500,0.9500
16.5900,-0.4100,0.9000,0.9000
16.5400,-0.4100,0.9000,0.9000
16.4900,-0.4600,0.8500,0.8500
16.4400,-0.4600,0.8500,0.8500
16.3900,-0.4600,0.8500,0.8500
16.3400,-0.4600,0.8500,0.8500
16.2900,-0.4600,0.8500,0.8500
16.2400,-0.4600,0.8500,0.8500
16.1900,-0.4600,0.8500,0.8500
16.1400,-0.5100,0.8000,0.8000
16.0900,-0.5100,0.8000,0.8000
16.0400,-0.5100,0.8000,0.8000
15.9900,-0.5100,0.8000,0.8000
15.9400,-0.5100,0.8000,0.8000
